"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.28462375926219,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.28462375926219,1.05727610976504
"2",1,1,1,1,1,1.05727610976504,1,1,1,1.05727610976504,1,1,1.05727610976504,1.05727610976504,1,1,1,1,1,1
"3",5,1.28462375926219,5,3.09076041691777,5,5,1.28462375926219,5,5,5,5,5,3.09076041691777,5,1.28462375926219,5,5,3.09076041691777,1.28462375926219,5
"4",3.09076041691777,1.28462375926219,3.09076041691777,3.09076041691777,5,5,1.28462375926219,5,3.09076041691777,5,3.09076041691777,5,3.09076041691777,5,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,1.28462375926219,5
"5",1.05727610976504,1.28462375926219,1.05727610976504,1.05727610976504,1.05727610976504,1,1.28462375926219,1,1.05727610976504,1,1.05727610976504,1,1.05727610976504,1.05727610976504,1.28462375926219,1.05727610976504,1.05727610976504,1.05727610976504,1.28462375926219,1
"6",1.05727610976504,1,1,1.05727610976504,1.28462375926219,1.28462375926219,1,1.28462375926219,1,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,1,1.05727610976504,1.05727610976504,1,1.28462375926219
"7",3.09076041691777,1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,3.09076041691777,1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,3.09076041691777,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219
"8",1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219
"9",1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219
"10",1.05727610976504,1.05727610976504,1,1.05727610976504,1.05727610976504,1.28462375926219,1.05727610976504,1.28462375926219,1,1.28462375926219,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1,1,1.05727610976504,1.05727610976504,1.28462375926219
"11",1.28462375926219,1,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,1.28462375926219,1,1.28462375926219,1.28462375926219,1.05727610976504,1,1.28462375926219
"12",1.05727610976504,3.09076041691777,1.28462375926219,1.05727610976504,1.05727610976504,1,3.09076041691777,1,1.28462375926219,1,1.05727610976504,1,1.05727610976504,1.05727610976504,3.09076041691777,1.28462375926219,1.05727610976504,1.28462375926219,5,1
"13",1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,3.09076041691777,1.05727610976504,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,3.09076041691777,3.09076041691777,1.05727610976504
"14",3.09076041691777,3.09076041691777,3.09076041691777,5,5,5,3.09076041691777,5,3.09076041691777,5,3.09076041691777,5,5,5,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,5
"15",1.05727610976504,1.28462375926219,1.05727610976504,1.05727610976504,1.05727610976504,1,1.28462375926219,1.05727610976504,1.05727610976504,1,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.28462375926219,1.05727610976504,1.05727610976504,1.28462375926219,1.28462375926219,1
"16",5,5,3.09076041691777,5,5,5,5,5,3.09076041691777,5,5,5,5,5,5,3.09076041691777,5,5,5,5
"17",1.28462375926219,3.09076041691777,1.05727610976504,3.09076041691777,3.09076041691777,3.09076041691777,5,3.09076041691777,1.05727610976504,3.09076041691777,1.28462375926219,1.28462375926219,3.09076041691777,3.09076041691777,5,1.05727610976504,1.28462375926219,3.09076041691777,5,3.09076041691777
"18",3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,1.28462375926219,3.09076041691777,5,3.09076041691777,3.09076041691777,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,5,3.09076041691777,3.09076041691777,1.28462375926219,3.09076041691777
"19",1.05727610976504,1.05727610976504,1,3.09076041691777,3.09076041691777,5,1.28462375926219,3.09076041691777,1,5,1.05727610976504,1.28462375926219,3.09076041691777,3.09076041691777,1.28462375926219,1,1.05727610976504,1.28462375926219,1.28462375926219,3.09076041691777
"20",3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777,3.09076041691777
"21",1.28462375926219,3.09076041691777,1,3.09076041691777,3.09076041691777,3.09076041691777,5,3.09076041691777,1,3.09076041691777,1.05727610976504,1.28462375926219,5,5,5,1,1.05727610976504,3.09076041691777,5,3.09076041691777
"22",1.05727610976504,1.05727610976504,1.28462375926219,1.05727610976504,1.05727610976504,1,1,1.05727610976504,1.28462375926219,1,1.05727610976504,1.05727610976504,1,1,1,1.28462375926219,1.28462375926219,1.05727610976504,1,1.05727610976504
"23",1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1.05727610976504,1,1.05727610976504,1.05727610976504,1.05727610976504,1,1.05727610976504
"24",3.09076041691777,1.05727610976504,5,3.09076041691777,3.09076041691777,5,1,5,5,5,5,5,1.28462375926219,3.09076041691777,1.05727610976504,5,3.09076041691777,1.28462375926219,1,5
"25",1.05727610976504,1.05727610976504,1.05727610976504,1.28462375926219,3.09076041691777,5,1.05727610976504,3.09076041691777,1,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,3.09076041691777,1.05727610976504,1,1.05727610976504,1.05727610976504,1.05727610976504,3.09076041691777
"26",1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,1.05727610976504,3.09076041691777,1.05727610976504,1.28462375926219,1.05727610976504,1.28462375926219,1.28462375926219,1.28462375926219,1.28462375926219,3.09076041691777,1.28462375926219,1.28462375926219,1.28462375926219,3.09076041691777,1.05727610976504
