"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",5,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,2.07572003624139
"2",2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,1,2.07572003624139,1,2.07572003624139,2.07572003624139,3.51947622558868,5,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,1
"3",5,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,4.46181401160963,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,5,4.46181401160963,3.51947622558868
"4",3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,5,3.51947622558868,3.51947622558868
"5",3.51947622558868,3.51947622558868,2.07572003624139,5,5,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,5,5,2.07572003624139,4.46181401160963,2.07572003624139,5,4.46181401160963,5,4.46181401160963,2.07572003624139
"6",3.51947622558868,1,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,2.07572003624139
"7",4.46181401160963,1,2.07572003624139,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,1,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,4.46181401160963,5,2.07572003624139,1
"8",3.51947622558868,1,3.51947622558868,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,1,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,5,2.07572003624139,1
"9",4.46181401160963,2.07572003624139,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,2.07572003624139,5,4.46181401160963,2.07572003624139
"10",2.07572003624139,1,2.07572003624139,2.07572003624139,2.07572003624139,1,2.07572003624139,1,2.07572003624139,2.07572003624139,2.07572003624139,5,1,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,1
"11",4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139
"12",3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139
"13",3.51947622558868,2.07572003624139,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,4.46181401160963,4.46181401160963,2.07572003624139,2.07572003624139
"14",4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,3.51947622558868,4.46181401160963,5,4.46181401160963,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,5,4.46181401160963,2.07572003624139
"15",5,2.07572003624139,5,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,2.07572003624139,5,2.07572003624139,2.07572003624139,4.46181401160963,3.51947622558868,2.07572003624139,5,4.46181401160963,2.07572003624139
"16",5,3.51947622558868,4.46181401160963,5,5,3.51947622558868,5,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,4.46181401160963,3.51947622558868,5,5,5,4.46181401160963,3.51947622558868
"17",4.46181401160963,1,4.46181401160963,5,1,3.51947622558868,4.46181401160963,1,1,1,1,5,4.46181401160963,4.46181401160963,1,4.46181401160963,5,5,1,1
"18",3.51947622558868,1,3.51947622558868,2.07572003624139,2.07572003624139,1,2.07572003624139,1,2.07572003624139,2.07572003624139,1,4.46181401160963,2.07572003624139,1,2.07572003624139,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,1
"19",5,1,4.46181401160963,2.07572003624139,4.46181401160963,1,3.51947622558868,1,4.46181401160963,4.46181401160963,1,5,1,1,4.46181401160963,3.51947622558868,1,5,5,1
"20",4.46181401160963,2.07572003624139,3.51947622558868,5,3.51947622558868,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,5,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,4.46181401160963,5,3.51947622558868,2.07572003624139
"21",3.51947622558868,1,3.51947622558868,3.51947622558868,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,3.51947622558868,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,5,2.07572003624139,2.07572003624139
"22",4.46181401160963,1,3.51947622558868,4.46181401160963,1,1,3.51947622558868,1,1,1,1,4.46181401160963,1,1,1,1,3.51947622558868,4.46181401160963,1,1
"23",4.46181401160963,1,4.46181401160963,1,2.07572003624139,1,2.07572003624139,1,4.46181401160963,2.07572003624139,1,5,1,1,4.46181401160963,2.07572003624139,1,5,4.46181401160963,1
"24",3.51947622558868,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,5,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,1
"25",5,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,5,4.46181401160963,3.51947622558868
"26",3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139
"27",5,3.51947622558868,5,5,3.51947622558868,4.46181401160963,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,5,4.46181401160963,4.46181401160963,4.46181401160963,5,5,3.51947622558868,3.51947622558868
"28",4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,5,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,2.07572003624139
"29",4.46181401160963,1,3.51947622558868,4.46181401160963,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,1,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,5,2.07572003624139,2.07572003624139
"30",3.51947622558868,1,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,4.46181401160963,3.51947622558868,1
"31",5,2.07572003624139,5,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,5,3.51947622558868,2.07572003624139
"32",5,2.07572003624139,5,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,2.07572003624139,5,4.46181401160963,2.07572003624139,5,2.07572003624139,3.51947622558868,5,4.46181401160963,3.51947622558868,5,5,2.07572003624139
"33",2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,1,2.07572003624139,1,2.07572003624139,2.07572003624139,2.07572003624139,5,1,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,1
"34",4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,2.07572003624139,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,4.46181401160963,3.51947622558868,2.07572003624139,4.46181401160963,4.46181401160963,5,2.07572003624139,2.07572003624139
"35",5,2.07572003624139,5,5,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,5,5,2.07572003624139,2.07572003624139
"36",4.46181401160963,1,4.46181401160963,4.46181401160963,1,3.51947622558868,4.46181401160963,1,1,1,1,5,4.46181401160963,3.51947622558868,3.51947622558868,4.46181401160963,4.46181401160963,5,2.07572003624139,1
"37",4.46181401160963,3.51947622558868,4.46181401160963,5,4.46181401160963,4.46181401160963,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,3.51947622558868
"38",5,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868
"39",5,3.51947622558868,5,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,3.51947622558868,5,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,3.51947622558868
"40",5,1,5,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,1,5,2.07572003624139,2.07572003624139,5,3.51947622558868,2.07572003624139,5,5,1
"41",4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,3.51947622558868,5,2.07572003624139,3.51947622558868,4.46181401160963,4.46181401160963,3.51947622558868,5,4.46181401160963,1
"42",4.46181401160963,1,4.46181401160963,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868
"43",4.46181401160963,2.07572003624139,3.51947622558868,3.51947622558868,4.46181401160963,2.07572003624139,3.51947622558868,2.07572003624139,4.46181401160963,3.51947622558868,3.51947622558868,5,2.07572003624139,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,5,5,2.07572003624139
"44",3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,1,3.51947622558868,1,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,1
"45",4.46181401160963,1,4.46181401160963,4.46181401160963,1,3.51947622558868,4.46181401160963,2.07572003624139,1,1,1,5,4.46181401160963,3.51947622558868,2.07572003624139,3.51947622558868,4.46181401160963,5,1,2.07572003624139
"46",5,1,5,4.46181401160963,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,1,5,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,1
"47",3.51947622558868,1,2.07572003624139,1,1,1,1,1,1,1,1,4.46181401160963,1,1,1,1,1,4.46181401160963,1,1
"48",4.46181401160963,2.07572003624139,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,4.46181401160963,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,4.46181401160963,4.46181401160963,2.07572003624139
"49",5,3.51947622558868,5,5,3.51947622558868,5,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,5,5,3.51947622558868,5,5,5,3.51947622558868,3.51947622558868
"50",3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,2.07572003624139
"51",3.51947622558868,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,3.51947622558868,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,4.46181401160963,5,3.51947622558868,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139
"52",4.46181401160963,2.07572003624139,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,4.46181401160963,2.07572003624139,3.51947622558868,4.46181401160963,3.51947622558868,3.51947622558868,4.46181401160963,4.46181401160963,2.07572003624139
"53",3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,1,3.51947622558868,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,4.46181401160963,3.51947622558868,1
"54",3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,2.07572003624139
"55",3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139
"56",4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,5,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,4.46181401160963,5,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,5,4.46181401160963,1
"57",5,3.51947622558868,5,5,3.51947622558868,5,5,3.51947622558868,5,3.51947622558868,3.51947622558868,5,5,4.46181401160963,5,5,5,5,5,3.51947622558868
"58",4.46181401160963,1,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,2.07572003624139,5,3.51947622558868,2.07572003624139,4.46181401160963,3.51947622558868,3.51947622558868,5,4.46181401160963,2.07572003624139
"59",3.51947622558868,2.07572003624139,3.51947622558868,5,3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,5,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,4.46181401160963,5,2.07572003624139,2.07572003624139
"60",5,3.51947622558868,5,3.51947622558868,4.46181401160963,3.51947622558868,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,3.51947622558868,5,3.51947622558868,3.51947622558868,5,4.46181401160963,3.51947622558868,5,5,3.51947622558868
"61",4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,2.07572003624139,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,4.46181401160963,3.51947622558868,2.07572003624139,3.51947622558868,4.46181401160963,4.46181401160963,2.07572003624139,2.07572003624139
"62",3.51947622558868,2.07572003624139,2.07572003624139,4.46181401160963,4.46181401160963,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,5,2.07572003624139,3.51947622558868,2.07572003624139,4.46181401160963,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139
"63",2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,1,2.07572003624139,1,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,1
"64",4.46181401160963,2.07572003624139,4.46181401160963,5,3.51947622558868,3.51947622558868,4.46181401160963,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,5,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,5,2.07572003624139,3.51947622558868
"65",5,4.46181401160963,5,5,5,3.51947622558868,5,3.51947622558868,5,5,5,5,4.46181401160963,5,4.46181401160963,5,5,5,5,3.51947622558868
"66",4.46181401160963,1,4.46181401160963,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,1,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139
"67",4.46181401160963,1,3.51947622558868,4.46181401160963,4.46181401160963,1,3.51947622558868,1,3.51947622558868,2.07572003624139,1,5,1,1,2.07572003624139,4.46181401160963,3.51947622558868,5,4.46181401160963,1
"68",4.46181401160963,1,4.46181401160963,5,1,3.51947622558868,4.46181401160963,3.51947622558868,1,1,1,5,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,4.46181401160963,5,2.07572003624139,3.51947622558868
"69",4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139
"70",1,3.51947622558868,1,4.46181401160963,5,1,3.51947622558868,1,3.51947622558868,3.51947622558868,4.46181401160963,5,1,3.51947622558868,1,4.46181401160963,3.51947622558868,5,3.51947622558868,1
"71",4.46181401160963,2.07572003624139,4.46181401160963,4.46181401160963,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,4.46181401160963,2.07572003624139
"72",5,2.07572003624139,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,2.07572003624139,4.46181401160963,3.51947622558868,2.07572003624139,5,2.07572003624139,2.07572003624139,4.46181401160963,3.51947622558868,2.07572003624139,5,5,1
"73",4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963
"74",5,2.07572003624139,4.46181401160963,5,5,2.07572003624139,4.46181401160963,2.07572003624139,4.46181401160963,3.51947622558868,3.51947622558868,5,2.07572003624139,2.07572003624139,2.07572003624139,5,4.46181401160963,5,4.46181401160963,2.07572003624139
"75",3.51947622558868,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139
"76",5,2.07572003624139,5,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,2.07572003624139,5,2.07572003624139,2.07572003624139,5,4.46181401160963,3.51947622558868,5,5,2.07572003624139
"77",3.51947622558868,1,2.07572003624139,3.51947622558868,3.51947622558868,1,3.51947622558868,1,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,1,3.51947622558868,3.51947622558868,5,2.07572003624139,1
"78",5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868
"79",5,1,5,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,1,5,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,5,5,1
"80",4.46181401160963,1,4.46181401160963,1,1,1,2.07572003624139,1,3.51947622558868,2.07572003624139,1,5,1,1,4.46181401160963,1,1,5,4.46181401160963,1
"81",4.46181401160963,1,4.46181401160963,4.46181401160963,4.46181401160963,2.07572003624139,4.46181401160963,1,4.46181401160963,3.51947622558868,3.51947622558868,5,3.51947622558868,3.51947622558868,4.46181401160963,4.46181401160963,4.46181401160963,5,4.46181401160963,1
"82",4.46181401160963,2.07572003624139,4.46181401160963,5,2.07572003624139,3.51947622558868,4.46181401160963,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,4.46181401160963,3.51947622558868,2.07572003624139,3.51947622558868,5,5,2.07572003624139,2.07572003624139
"83",5,2.07572003624139,5,3.51947622558868,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139,3.51947622558868,2.07572003624139,2.07572003624139,5,2.07572003624139,2.07572003624139
"84",3.51947622558868,2.07572003624139,2.07572003624139,5,5,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,3.51947622558868,5,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,5,3.51947622558868,2.07572003624139
"85",3.51947622558868,3.51947622558868,2.07572003624139,4.46181401160963,4.46181401160963,2.07572003624139,3.51947622558868,2.07572003624139,3.51947622558868,3.51947622558868,4.46181401160963,5,2.07572003624139,3.51947622558868,2.07572003624139,4.46181401160963,3.51947622558868,4.46181401160963,4.46181401160963,1
"86",3.51947622558868,1,2.07572003624139,1,1,1,1,1,2.07572003624139,1,1,5,1,1,2.07572003624139,1,1,5,2.07572003624139,1
